# Study: LKA_Haptics | Participant: 5 | Condition: HapticsFixedCW | Init: 20260128_103803 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskPressed
1,2639;279,7672;4,5000;-0,4678;-0,0598;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0748;2,4600;1,9900;1;0,0000;0,0000;0;1;1;9;0
1,2778;279,7672;4,5000;-0,5914;-0,0593;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0741;2,4500;1,8600;1;0,0000;0,0000;0;1;1;9;0
1,2917;279,7672;4,5000;-0,7057;-0,0588;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0734;2,4400;1,7400;1;0,0000;0,0000;0;1;1;9;0
1,3056;279,7797;4,5000;-0,8098;-0,0582;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0728;2,4300;1,6200;1;0,0000;0,0000;0;1;1;9;0
1,3194;279,7970;4,5000;-0,9405;-0,0578;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0722;2,4200;1,4800;1;0,0000;0,0000;0;1;1;9;0
1,3333;279,8144;4,5000;-1,0556;-0,0573;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0716;2,4100;1,3600;1;0,0000;0,0000;0;1;1;9;0
1,3472;279,8317;4,5000;-1,1241;-0,0568;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0710;2,4000;1,2700;1;0,0000;0,0000;0;1;1;9;0
1,3611;279,8491;4,5000;-1,1888;-0,0564;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0705;2,3800;1,1900;1;0,0000;0,0000;0;1;1;9;0
1,3750;279,8665;4,5000;-1,2368;-0,0559;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0699;2,3700;1,1300;1;0,0000;0,0000;0;1;1;9;0
1,3889;279,8838;4,5000;-1,3061;-0,0554;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0693;2,3600;1,0500;1;0,0000;0,0000;0;1;1;9;0
1,4028;279,9012;4,5000;-1,3428;-0,0549;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0687;2,3400;1,0000;1;0,0000;0,0000;0;1;1;9;0
1,4167;279,9185;4,5000;-1,3775;-0,0545;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0681;2,3300;0,9500;1;0,0000;0,0000;0;1;1;9;0
1,4306;279,9359;4,5000;-1,3844;-0,0541;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0676;2,3100;0,9300;1;0,0000;0,0000;0;1;1;9;0
1,4444;279,9532;4,5000;-1,4212;-0,0536;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0670;2,2900;0,8700;1;0,0000;0,0000;0;1;1;9;0
1,4583;279,9706;4,5000;-1,4255;-0,0532;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0665;2,2800;0,8500;1;0,0000;0,0000;0;1;1;9;0
1,4722;279,9879;4,5000;-1,4262;-0,0528;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0660;2,2600;0,8400;1;0,0000;0,0000;0;1;1;9;0
1,4861;280,2224;4,5000;-1,3548;-0,0523;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0654;2,2500;0,8900;1;0,0000;0,0000;0;1;1;9;0
1,5000;280,2224;4,5000;-1,3405;-0,0519;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0649;2,2300;0,8900;1;0,0000;0,0000;0;1;1;9;0
1,5139;280,2224;4,5000;-1,2909;-0,0515;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0643;2,2200;0,9300;1;0,0000;0,0000;0;1;1;9;0
1,5278;280,2224;4,5000;-1,2248;-0,0510;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0638;2,2000;0,9800;1;0,0000;0,0000;0;1;1;9;0
1,5417;280,2224;4,5000;-1,1540;-0,0506;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0632;2,1900;1,0400;1;0,0000;0,0000;0;1;1;9;0
1,5556;280,2224;4,5000;-1,1223;-0,0502;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0627;2,1800;1,0600;1;0,0000;0,0000;0;1;1;9;0
1,5694;280,2224;4,5000;-1,0917;-0,0497;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0622;2,1700;1,0700;1;0,0000;0,0000;0;1;1;9;0
1,5833;280,2224;4,5000;-1,0692;-0,0493;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0616;2,1500;1,0800;1;0,0000;0,0000;0;1;1;9;0
1,5972;280,2224;4,5000;-1,0524;-0,0489;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0611;2,1400;1,0900;1;0,0000;0,0000;0;1;1;9;0
1,6111;280,2224;4,5000;-1,0521;-0,0484;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0606;2,1300;1,0800;1;0,0000;0,0000;0;1;1;9;0
1,6250;280,2224;4,5000;-1,0637;-0,0480;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0600;2,1200;1,0500;1;0,0000;0,0000;0;1;1;9;0
1,6389;280,2224;4,5000;-1,1166;-0,0476;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0595;2,1100;0,9900;1;0,0000;0,0000;0;1;1;9;0
1,6528;280,2224;4,5000;-1,2162;-0,0472;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0590;2,0900;0,8800;1;0,0000;0,0000;0;1;1;9;0
1,6667;280,2308;4,5000;-1,2608;-0,0468;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0585;2,0800;0,8200;1;0,0000;0,0000;0;1;1;9;0
1,6806;280,2482;4,5000;-1,2921;-0,0464;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0580;2,0600;0,7700;1;0,0000;0,0000;0;1;1;9;0
1,6944;280,2656;4,5000;-1,3221;-0,0460;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0575;2,0500;0,7300;1;0,0000;0,0000;0;1;1;9;0
1,7083;280,2829;4,5000;-1,3526;-0,0456;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0570;2,0300;0,6800;1;0,0000;0,0000;0;1;1;9;0
1,7222;280,3003;4,5000;-1,3944;-0,0452;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0565;2,0200;0,6200;1;0,0000;0,0000;0;1;1;9;0
1,7361;280,3176;4,5000;-1,4394;-0,0449;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0561;2,0000;0,5600;1;0,0000;0,0000;0;1;1;9;0
1,7500;280,3350;4,5000;-1,4838;-0,0445;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0557;1,9800;0,5000;1;0,0000;0,0000;0;1;1;9;0
1,7639;280,3523;4,5000;-1,5163;-0,0442;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0552;1,9700;0,4500;1;0,0000;0,0000;0;1;1;9;0
1,7778;280,3697;4,5000;-1,5540;-0,0438;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0548;1,9500;0,4000;1;0,0000;0,0000;0;1;1;9;0
1,7917;280,3871;4,5000;-1,6095;-0,0435;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0544;1,9300;0,3200;1;0,0000;0,0000;0;1;1;9;0
1,8056;280,4044;4,6000;-1,7338;-0,0432;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0540;1,9100;0,1800;1;0,0000;0,0000;0;1;1;9;0
1,8194;280,4221;4,6000;-1,7353;-0,0429;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0536;1,8900;0,1600;1;0,0000;0,0000;0;1;1;9;0
1,8333;280,4399;4,6000;-1,7449;-0,0426;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0532;1,8700;0,1300;1;0,0000;0,0000;0;1;1;9;0
1,8472;280,6786;4,6000;-1,7581;-0,0423;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0528;1,8500;0,0900;1;0,0000;0,0000;0;1;1;9;0
1,8611;280,6786;4,6000;-1,7684;-0,0419;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0524;1,8300;0,0600;1;0,0000;0,0000;0;1;1;9;0
1,8750;280,6786;4,6000;-1,7697;-0,0417;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0521;1,8100;0,0400;1;0,0000;0,0000;0;1;1;9;0
1,8889;280,6786;4,6000;-1,7671;-0,0414;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0517;1,7900;0,0200;1;0,0000;0,0000;0;1;1;9;0
1,9028;280,6786;4,6000;-1,7562;-0,0411;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0514;1,7700;0,0000;1;0,0000;0,0000;0;1;1;9;0
1,9167;280,6786;4,6000;-1,7437;-0,0408;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0510;1,7500;0,0000;1;0,0000;0,0000;0;1;1;9;0
1,9306;280,6786;4,6000;-1,7269;-0,0405;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0507;1,7300;0,0000;1;0,0000;0,0000;0;1;1;9;0
1,9444;280,6786;4,6000;-1,7040;-0,0402;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0503;1,7100;0,0000;1;0,0000;0,0000;0;1;1;9;0
1,9583;280,6786;4,6000;-1,6731;-0,0400;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0500;1,6900;0,0000;1;0,0000;0,0000;0;1;1;9;0
